View,Full Name,Organization,Lobby Year,Registration Date,Termination Date,Original,Amended
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17078.pdf,"Lopez, Kealii",Hawaii Captive Insurance Council,2019-2020,1/15/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17079.pdf,"Vasconcellos, Cheryl L.",Hana Health,2019-2020,1/15/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17080.pdf,"Henscheid, Grace Joy","American Heart Association, Hawaii Affiliate",2019-2020,1/15/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17084.pdf,"Murakami, Justin",Hawaii Pacific Health,2019-2020,1/15/2019,11/22/2019,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17090.pdf,"Sabas, Jennifer G.",Hawaii Psychological Association,2019-2020,1/15/2019,12/26/2019,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17091.pdf,"Alcubilla, Sergio Josephus",Legal Aid Society of Hawaii,2019-2020,1/15/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17092.pdf,"Fujimori Kaina, Michelle Nalani",Legal Aid Society of Hawaii,2019-2020,1/15/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17093.pdf,"Lovitt, Angela J.",Legal Aid Society of Hawaii,2019-2020,1/15/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17094.pdf,"O'Meara, Daniel",Legal Aid Society of Hawaii,2019-2020,1/15/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17095.pdf,"Webster, Nahelani","Charter Communication, Inc.",2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17096.pdf,"Toyofuku, Robert S.","Charter Communication, Inc.",2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17097.pdf,"Oh, Myoung S.","Charter Communication, Inc.",2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17098.pdf,"Webster, Nahelani",Hawaii Employers' Mutual Insurance Company,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17099.pdf,"Toyofuku, Robert S.",Hawaii Employers' Mutual Insurance Company,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17101.pdf,"Iosua, Michael L.",Dolphin Quest/Quest Global Management,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17102.pdf,"Iosua, Michael L.","Haseko Development, Inc.",2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17103.pdf,"Iosua, Michael L.",Verizon Communications,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17104.pdf,"Yoshimoto, Kimberley W.",Dolphin Quest/Quest Global Management,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17105.pdf,"Yoshimoto, Kimberley W.","Haseko Development, Inc.",2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17106.pdf,"Yoshimoto, Kimberley W.",Verizon Communications,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17107.pdf,"Chow, Tabatha Ashley",UBER Technologies,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17108.pdf,"Wilkinson, Rachel M.Y.","WellCare Health Insurance of Arizona, Inc., dba 'Ohana Health Plan",2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17113.pdf,"Pinel, Renee",Western Plant Health Association,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17114.pdf,"Kaneko, William M.",Western Plant Health Association,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17115.pdf,"Lopez, Kealii",Western Plant Health Association,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17118.pdf,"Goo, William L.","Cigar Association of America, Inc.",2019-2020,1/17/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17119.pdf,"Kagawa, Lauren K.O.",Park Hotels & Resorts,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17120.pdf,"Watson, Jesse N.",Park Hotels & Resorts,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17121.pdf,"Evora, Gayla L.",Park Hotels & Resorts,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17122.pdf,"Strona, Sara S.T.",Park Hotels & Resorts,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17123.pdf,"Chin, Douglas Shih-Ging",Park Hotels & Resorts,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17124.pdf,"Orman, Lindsay E.",Park Hotels & Resorts,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17125.pdf,"Fisher, Duane R.",Park Hotels & Resorts,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17126.pdf,"Lui-Kwan, Ivan M.",Park Hotels & Resorts,2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17127.pdf,"Kaneko, William M.","Power Contracting, LLC",2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17128.pdf,"Lopez, Kealii","Power Contracting, LLC",2019-2020,1/16/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17129.pdf,"Espinueva, Aron K.T.",Hawaii Association of Realtors,2019-2020,1/17/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17130.pdf,"Hiraki, Kenneth T.",Hawaii Association of Realtors,2019-2020,1/17/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17131.pdf,"Ogawa, Robert T.",Merck Sharp & Dohme Corp. and Its Affiliates,2019-2020,1/17/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17138.pdf,"Ching, Meredith J.","Alexander & Baldwin, Inc.",2019-2020,1/17/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17139.pdf,"Iosua, Michael L.",Marriott Vacations Wordwide Corporation,2019-2020,1/17/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17140.pdf,"Yoshimoto, Kimberley W.",Marriott Vacations Wordwide Corporation,2019-2020,1/17/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17141.pdf,"Oshiro, Paul T.","Alexander & Baldwin, Inc.",2019-2020,1/17/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17142.pdf,"Benjamin, Christopher J.","Alexander & Baldwin, Inc.",2019-2020,1/17/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17143.pdf,"Russell, Simon Scott",Hui O Malama Aina LLC,2019-2020,1/17/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17144.pdf,"Bukoski, Kika G.","Plumbers & Fitters Union, Local 675",2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17146.pdf,"Park, Ku'uhaku T.","Matson Navigation Company, Inc.",2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17147.pdf,"Park, Ku'uhaku T.","Matson, Inc.",2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17148.pdf,"Asato, Nelisa K.","Matson Navigation Company, Inc.",2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17149.pdf,"Asato, Nelisa K.","Matson, Inc.",2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17150.pdf,"Goo, William L.",Pharmaceutical Research &  Manufacturers of America,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17151.pdf,"Oshiro, Blake K.",Special Olympics Hawaii,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17152.pdf,"Masunaga, Colette Mira",Queen's Health Systems,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17153.pdf,"Oshiro, Blake K.","AAA Hawaii, LLC",2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17154.pdf,"Oshiro, Blake K.","Pfizer, Inc.",2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17155.pdf,"Oshiro, Blake K.",Western Plant Health Association,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17157.pdf,"Coppa, Bruce A.","Johnson Controls, Inc.",2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17158.pdf,"Coppa, Bruce A.",AT&T,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17159.pdf,"Spiker, Jonathan Edward",Hawaii Pawnbroker's Association,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17160.pdf,"Nakamura, Cheri",HE'E Coalition,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17161.pdf,"Kido, C. Mike",General Contractors Association of Hawaii,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17162.pdf,"Ito, Mihoko E.",Hawaii Association for Behavior Analysis,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17164.pdf,"Ito, Mihoko E.",Wine Institute,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17166.pdf,"Tsujimura, Rick Brian",Wine Institute,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17168.pdf,"Salaveria, Luis P.",Wine Institute,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17169.pdf,"Tsujimura, Matthew W.",Wine Institute,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17170.pdf,"Kido, C. Mike","EAN Holdings, LLC",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17171.pdf,"Salaveria, Luis P.","EAN Holdings, LLC",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17172.pdf,"Yajima, Tiffany N.","EAN Holdings, LLC",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17173.pdf,"Tsujimura, Matthew W.","EAN Holdings, LLC",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17174.pdf,"Ito, Mihoko E.","EAN Holdings, LLC",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17175.pdf,"Slovin, Gary M.","EAN Holdings, LLC",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17176.pdf,"Tsujimura, Rick Brian","EAN Holdings, LLC",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17180.pdf,"Kido, C. Mike",Hawaii Permanente Medical Group,2019-2020,1/22/2019,7/31/2019,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17182.pdf,"Salaveria, Luis P.",Hawaii Permanente Medical Group,2019-2020,1/22/2019,7/31/2019,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17183.pdf,"Slovin, Gary M.",Healthcare Association of Hawaii,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17184.pdf,"Tsujimura, Rick Brian",Healthcare Association of Hawaii,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17185.pdf,"Kido, C. Mike",Healthcare Association of Hawaii,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17186.pdf,"Salaveria, Luis P.",Healthcare Association of Hawaii,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17187.pdf,"Kido, C. Mike",Wine Institute,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17188.pdf,"Slovin, Gary M.",Wine Institute,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17189.pdf,"Tsujimura, Matthew W.",Healthcare Association of Hawaii,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17190.pdf,"Ito, Mihoko E.",Healthcare Association of Hawaii,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17191.pdf,"Matsunaga, Matthew M.",Automated HealthCare Solutions,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17193.pdf,"Perez, Albert A.","Maui Tomorrow Foundation, Inc.",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17194.pdf,"Coppa, Bruce A.","National Elevator Industry, Inc. (NEII)",2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17196.pdf,"Yamasaki, Ross",Hawaii Management Alliance Association,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17197.pdf,"Yamasaki, Ross",AT&T,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17199.pdf,"Yamasaki, Ross",American Chemistry Council,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17200.pdf,"Yamasaki, Ross","National Elevator Industry, Inc. (NEII)",2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17201.pdf,"Yamasaki, Ross",American Family Life Assurance Company of Columbus (AFLAC),2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17202.pdf,"Ito, Mihoko E.",PVT Land Company Ltd.,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17203.pdf,"Slovin, Gary M.",PVT Land Company Ltd.,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17204.pdf,"Tsujimura, Rick Brian",PVT Land Company Ltd.,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17205.pdf,"Kido, C. Mike",PVT Land Company Ltd.,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17206.pdf,"Salaveria, Luis P.",PVT Land Company Ltd.,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17208.pdf,"Ito, Mihoko E.",United Services Automobile Association,2019-2020,1/22/2019,1/30/2019,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17209.pdf,"Kido, C. Mike",United Services Automobile Association,2019-2020,1/22/2019,1/30/2019,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17210.pdf,"Salaveria, Luis P.",United Services Automobile Association,2019-2020,1/22/2019,1/30/2019,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17211.pdf,"Slovin, Gary M.",United Services Automobile Association,2019-2020,1/22/2019,1/30/2019,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17212.pdf,"Tsujimura, Rick Brian",Microsoft Corporation,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17213.pdf,"Kido, C. Mike",Microsoft Corporation,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17214.pdf,"Salaveria, Luis P.",Microsoft Corporation,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17215.pdf,"Fisher, Duane R.","BRE Turtle Bay Resort, LLC",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17216.pdf,"Lui-Kwan, Ivan M.","BRE Turtle Bay Resort, LLC",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17217.pdf,"Orman, Lindsay E.","BRE Turtle Bay Resort, LLC",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17218.pdf,"Chin, Douglas Shih-Ging","BRE Turtle Bay Resort, LLC",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17219.pdf,"Strona, Sara S.T.","BRE Turtle Bay Resort, LLC",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17220.pdf,"Evora, Gayla L.","BRE Turtle Bay Resort, LLC",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17221.pdf,"Watson, Jesse N.","BRE Turtle Bay Resort, LLC",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17222.pdf,"Kagawa, Lauren K.O.","BRE Turtle Bay Resort, LLC",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17223.pdf,"Zysman, Deborah M.",Hawaii Children's Action Network (formerly Good Beginnings Alliance),2019-2020,1/22/2019,12/31/2019,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17226.pdf,"Pavlicek, Melissa T.",Bishop Museum,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17227.pdf,"Pavlicek, Melissa T.",Hawaii Dental Association,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17228.pdf,"Pavlicek, Melissa T.",Turo Inc.,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17229.pdf,"Pavlicek, Melissa T.",National Federation of Independent Business,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17230.pdf,"Pavlicek, Melissa T.",Transform Hawaii Government,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17231.pdf,"Pavlicek, Melissa T.","Charter Communication, Inc.",2019-2020,1/22/2019,12/26/2019,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17233.pdf,"Coppa, Bruce A.",American Chemistry Council,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17235.pdf,"Regens, Brad","CoreCivic, Inc.",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17236.pdf,"Durham, Kelly","CoreCivic, Inc.",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17237.pdf,"Russell, Laura",Dolphin Quest/Quest Global Management,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17238.pdf,"Kajimura, Trisha M.",Mental Health Association in Hawaii,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17239.pdf,"Chikamoto, Oren T.",American Council of Life Insurers,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17240.pdf,"Delaunay, Christopher M.",Pacific Resource Partnership,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17241.pdf,"Franklin, Melinda Y.","United Air Lines, Inc.",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17244.pdf,"Maurer Bean, Jennifer",Automated HealthCare Solutions,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17245.pdf,"Noble, Jonathan",Microsoft Corporation,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17246.pdf,"Reese, Steven",Microsoft Corporation,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17247.pdf,"Rosehill, Linda K.",Kunoa Cattle Co.,2019-2020,1/22/2019,1/3/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17249.pdf,"Fletcher, Shelby D.","Pfizer, Inc.",2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17250.pdf,"Sakuda, Christine",Transform Hawaii Government,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17251.pdf,"Nguyen, Kim-Anh Thi",Hawaii Dental Association,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17252.pdf,"Ide, Melanie",Bishop Museum,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17253.pdf,"Marvin, Amy",Bishop Museum,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17254.pdf,"Weisman, Donald B.","American Heart Association, Hawaii Affiliate",2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17255.pdf,"Okudara, Jon T.",Verizon Communications,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17256.pdf,"Okudara, Jon T.",Western States Arts Federation (WESTAF),2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17257.pdf,"Okudara, Jon T.","Robert's Hawaii, Inc.",2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17258.pdf,"Okudara, Jon T.","Honolulu Seawater Air Conditioning, LLC",2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17260.pdf,"Rolf, David H.",Hawaii Automobile Dealers Association,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17261.pdf,"Wong, Livingston S.M.",Kamehameha Schools,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17262.pdf,"Walk, Keith Ka'ano'i",Kamehameha Schools,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17263.pdf,"Sarsona, Marci-Rose Waialeale",Kamehameha Schools,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17264.pdf,"Burgess, Kaui Noelani",Kamehameha Schools,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17265.pdf,"Thoemmes, Walter F.",Kamehameha Schools,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17266.pdf,"Nahalea, Albert Alapaki",Kamehameha Schools,2019-2020,1/18/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17267.pdf,"Allshouse, Savannah Collins",Hawaii Nature Center,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1920/Kfx10-17268.pdf,"Field, Laurie Ann Temple",Planned Parenthood Votes Northwest and Hawaii,2019-2020,1/22/2019,12/31/2020,TRUE,FALSE
