tmk,tmk_txt,island,owner,ownedby,majorowner,type,gisacres
191152152,191152152,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11502914
191151056,191151056,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,9.21769019
191153025,191153025,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11476007
191152128,191152128,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.13704443
191153026,191153026,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11476
191153035,191153035,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11484244
191153090,191153090,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.12076773
191152095,191152095,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11479145
183001012,183001012,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,834.43610587
121060017,121060017,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,1.24062202
121060009,121060009,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,9.83779694
121060029,121060029,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,9.5685006
137013083,137013083,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.8152381
121015060,121015060,Oahu,S OF H DOT HARBORS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,0.0159435
121060025,121060025,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.49535247
121031015,121031015,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.46692932
121015059,121015059,Oahu,S OF H DOT HARBORS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,0.0355605
121015051,121015051,Oahu,OFFICE OF HAWAIIAN AFFAIRS,Office of Hawaiian Affairs,Govt. State,Public-State,5.33304351
115041006,115041006,Oahu,S OF H DLNR,"State of Hawaii, Department of Land & Natural Resources",Govt. State,Public-State,139.78823352
121015055,121015055,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.02165231
121033025,121033025,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,5.29050099
121001059,121001059,Oahu,S OF H DOT HARBORS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,0.17855905
138014043,138014043,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.33158361
138014026,138014026,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.07806334
131003069,131003069,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.01153715
121058130,121058130,Oahu,OFFICE OF HAWAIIAN AFFAIRS,Office of Hawaiian Affairs,Govt. State,Public-State,4.14575608
121026001,121026001,Oahu,S OF H DLNR,"State of Hawaii, Department of Land & Natural Resources",Govt. State,Public-State,0.89991768
121051037,121051037,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,0.04753788
121048020,121048020,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,0.17655392
164004003,164004003,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,282.77170302
121001057,121001057,Oahu,S OF H DOT HARBORS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,9.16211872
137010054,137010054,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.95113448
138014029,138014029,Oahu,BOARD OF WATER SUPPLY,"City and County of Honolulu, Board of Water Supply",Govt. County of Honolulu,Public-County,0.39211872
183001018,183001018,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,475.05264029
121015054,121015054,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.1754595
121060007,121060007,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,3.95021885
121024016,121024016,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.9924917
121025001,121025001,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,2.34793007
121015064,121015064,Oahu,S OF H DOT HARBORS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,0.7091524
121050068,121050068,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.05650205
121051039,121051039,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,0.00148317
115041268,115041268,Oahu,S OF H DLNR,"State of Hawaii, Department of Land & Natural Resources",Govt. State,Public-State,1.3000253
121015052,121015052,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,5.57145028
121031012,121031012,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.59252209
142016002,142016002,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,9.11010682
121050069,121050069,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,0.00604506
121051006,121051006,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,1.09691344
121050070,121050070,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.642656
121050067,121050067,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,0.44805941
121051038,121051038,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.23236071
184002011,184002011,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,10.92710164
184030004,184030004,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,2745.69996958
121033007,121033007,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,7.09123975
121058129,121058129,Oahu,OFFICE OF HAWAIIAN AFFAIRS,Office of Hawaiian Affairs,Govt. State,Public-State,4.39594064
121047009,121047009,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.0407964
121015030,121015030,Oahu,S OF H DOT HARBORS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,7.89672619
121058135,121058135,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,1.39243903
142016004,142016004,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.30852253
121051036,121051036,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.02152478
121049081,121049081,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,0.00607186
164004011,164004011,Oahu,S OF H DLNR,"State of Hawaii, Department of Land & Natural Resources",Govt. State,Public-State,1090.74722589
121051044,121051044,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.00449587
121015058,121015058,Oahu,S OF H DOT HARBORS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,0.08500546
121031038,121031038,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.11726561
121058137,121058137,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,4.25669074
121058136,121058136,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.44638388
121058132,121058132,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,34.85921941
143057065,143057065,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.25425765
121051004,121051004,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.15929153
121051019,121051019,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,0.18960797
121052055,121052055,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,0.03603517
121050066,121050066,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.00200091
121051043,121051043,Oahu,S OF H DLNR,"State of Hawaii, Department of Land & Natural Resources",Govt. State,Public-State,0.76812466
115041305,115041305,Oahu,S OF H DLNR,"State of Hawaii, Department of Land & Natural Resources",Govt. State,Public-State,0.26153869
115040003,115040003,Oahu,S OF H DOT HARBORS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,0.12625799
159003032,159003032,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,15.47802649
121015004,121015004,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,1.24746584
121015056,121015056,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,0.02898508
121024015,121024015,Oahu,S OF H DLNR,"State of Hawaii, Department of Land & Natural Resources",Govt. State,Public-State,8.13341911
121024015,121024015,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,8.13341911
121060030,121060030,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,4.05484612
115041252,115041252,Oahu,S OF H DLNR,"State of Hawaii, Department of Land & Natural Resources",Govt. State,Public-State,0.55909363
121031037,121031037,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.00050949
143057018,143057018,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.03095497
121060028,121060028,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,1.35706
121015019,121015019,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,1.45001459
121048021,121048021,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,0.10474167
115041002,115041002,Oahu,S OF H DLNR,"State of Hawaii, Department of Land & Natural Resources",Govt. State,Public-State,11.07302966
128008116,128008116,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.04310177
121025002,121025002,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,10.93637259
121032025,121032025,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,0.22663967
121031010,121031010,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,2.21055119
121015063,121015063,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,1.04886478
121060026,121060026,Oahu,OFFICE OF HAWAIIAN AFFAIRS,Office of Hawaiian Affairs,Govt. State,Public-State,7.52766171
138016090,138016090,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.15942828
138004014,138004014,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,1.10870794
121015045,121015045,Oahu,S OF H DOT HARBORS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,24.11538872
121051034,121051034,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,0.00199301
137011013,137011013,Oahu,BOARD OF WATER SUPPLY,"City and County of Honolulu, Board of Water Supply",Govt. County of Honolulu,Public-County,2.53939547
171002017,171002017,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,8.11745765
184001008,184001008,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,14.40204047
123003103,123003103,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,0.65981216
166022004,166022004,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,12.669326
166025007,166025007,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,6.36108968
121058134,121058134,Oahu,HAWAII COMM DEV AUTHORITY,"State of Hawaii, Hawaii Community Development Authority",Govt. State,Public-State,1.78501798
194036123,194036123,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.09329046
196001001,196001001,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,149.38208084
197023001,197023001,Oahu,U S NAVAL RESERVATION,"United States of America, Department of Defense",Govt. Federal,Public-Federal,3.11061001
197017002,197017002,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,11.20679921
196004019,196004019,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,4.87701052
196004022,196004022,Oahu,S OF H DOT HIGHWAYS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,1.59673609
194017064,194017064,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.03008133
112011167,112011167,Oahu,BOARD OF WATER SUPPLY,"City and County of Honolulu, Board of Water Supply",Govt. County of Honolulu,Public-County,0.03624503
112014001,112014001,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.06079848
194017052,194017052,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,4.50851157
194019039,194019039,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,1.70011966
194017059,194017059,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.86154665
194019062,194019062,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.1117849
194017051,194017051,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.82772888
194008030,194008030,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,3.07799274
194017063,194017063,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,1.31244217
194017030,194017030,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,2.40630859
197029077,197029077,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.00472179
196003001,196003001,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,3.82140457
194017065,194017065,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,3.03635562
115035033,115035033,Oahu,S OF H DOT HARBORS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,1.43094131
155015023,155015023,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,1.70287608
144021020,144021020,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.09582568
197019047,197019047,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,3.58581073
197019045,197019045,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.02550892
123025001,123025001,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.32644204
123026017,123026017,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.59239245
123025014,123025014,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.02133104
123026001,123026001,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,9.11187578
123012021,123012021,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,1.73003054
167014042,167014042,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.08022561
136001138,136001138,Oahu,S OF H DLNR,"State of Hawaii, Department of Land & Natural Resources",Govt. State,Public-State,0.00139532
115007001,115007001,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,3.78885698
113022002,113022002,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,65.03240744
199010054,199010054,Oahu,S OF H DLNR,"State of Hawaii, Department of Land & Natural Resources",Govt. State,Public-State,9.65644705
199010046,199010046,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,4.33849087
115020011,115020011,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,4.80508189
113035001,113035001,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,1.21750522
123008001,123008001,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,14.06068156
123008002,123008002,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,8.27064836
124001001,124001001,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,6.41602376
115007050,115007050,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.33970115
116008021,116008021,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,3.79088297
116001098,116001098,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.00037386
115007002,115007002,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,1.82394784
116008058,116008058,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.44164133
115039007,115039007,Oahu,S OF H DOT HARBORS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,8.72634161
115007021,115007021,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.2294921
121042026,121042026,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,1.905407
121042011,121042011,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,4.69849537
121042027,121042027,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.34994961
121042013,121042013,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,1.45037188
115007023,115007023,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.37640367
115036001,115036001,Oahu,S OF H DOT HARBORS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,10.65623999
167009070,167009070,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.12658636
194006005,194006005,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.17823192
197034014,197034014,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.03611355
197032007,197032007,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.43267779
167009002,167009002,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.21210681
194005074,194005074,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,264.2123643
111004007,111004007,Oahu,S OF H DOT AIRPORTS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,0.50452121
111004002,111004002,Oahu,S OF H DOT AIRPORTS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,0.59077818
111010064,111010064,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,28.7184286
111004085,111004085,Oahu,S OF H DOT AIRPORTS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,0.53960627
111010017,111010017,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,69.55458038
111010069,111010069,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,52.65461661
111004082,111004082,Oahu,S OF H DOT AIRPORTS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,0.25094574
111004088,111004088,Oahu,S OF H DOT AIRPORTS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,0.57756412
111004003,111004003,Oahu,S OF H DOT AIRPORTS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,0.59480175
111004006,111004006,Oahu,S OF H DOT AIRPORTS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,0.25090673
111004087,111004087,Oahu,S OF H DOT AIRPORTS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,0.26653488
192002005,192002005,Oahu,UNIVERSITY OF HAWAII,"State of Hawaii, University of Hawaii",Govt. State,Public-State,11.99345154
159005087,159005087,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,524.77672322
141010026,141010026,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,11.28869302
141010003,141010003,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,15.7153861
141010001,141010001,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,47.69386079
115002014,115002014,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.08757611
197001001,197001001,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,29.67551284
197002001,197002001,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,2.87421352
112016006,112016006,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,3.94718418
111006008,111006008,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,1.06056011
111006003,111006003,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,1.3839471
111008001,111008001,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,80.31663546
197005002,197005002,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,4.89678059
197008005,197008005,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,7.19428227
197007020,197007020,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,8.00306663
123029006,123029006,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.22746611
123029002,123029002,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,1.43190443
196001007,196001007,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,5.25670685
185018003,185018003,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.37873369
173004001,173004001,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.04382696
192002002,192002002,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,7.30744349
194029001,194029001,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,2.68321173
142015004,142015004,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,56.48692125
121036005,121036005,Oahu,BOARD OF WATER SUPPLY,"City and County of Honolulu, Board of Water Supply",Govt. County of Honolulu,Public-County,4.02478902
165002008,165002008,Oahu,"S OF H, AGRIBUSINESS DEV CORP","State of Hawaii, Department of Agriculture",Govt. State,Public-State,45.37416477
171001003,171001003,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,142.36261463
192001012,192001012,Oahu,BOARD OF WATER SUPPLY,"City and County of Honolulu, Board of Water Supply",Govt. County of Honolulu,Public-County,13.21239067
194030085,194030085,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.20073052
155002073,155002073,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.04090093
194010041,194010041,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,19.9229768
111064027,111064027,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,1.58256136
112018014,112018014,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.03764723
111064034,111064034,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.23856106
111006004,111006004,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,17.50832601
111035002,111035002,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,9.8187116
194010040,194010040,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,4.51571422
111064026,111064026,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,4.71927744
112018013,112018013,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.00801182
112018012,112018012,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,1.91587012
112015006,112015006,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,10.03942345
194029015,194029015,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.44163774
112018011,112018011,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,3.94347688
111064033,111064033,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.5089519
112018015,112018015,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.4448506
111064025,111064025,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,7.87075591
191017043,191017043,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.81153304
141010088,141010088,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,1.49930651
141010107,141010107,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,402.03292425
141010106,141010106,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,46.11896619
